node,BreitbartNews,FiveThirtyEight,csmonitor,MotherJones,NRO,dailykos,theblaze,thenation,DRUDGE_REPORT,WSJ,washingtonpost,FoxNews,NPR
14126451,0,0,0,0,0,0,0,0,0,1,0,0,0
14127231,0,0,0,0,0,0,0,0,0,1,0,1,1
14128120,0,0,0,0,0,0,0,0,0,0,1,0,0
14128730,0,0,0,0,0,0,0,0,0,1,0,1,1
14128756,0,0,0,0,0,0,0,0,0,0,0,1,0
14129305,0,0,0,0,0,0,0,0,0,0,0,1,0
14129686,0,0,0,0,0,0,0,0,0,0,0,1,0
14130031,0,0,0,0,0,0,0,0,0,0,1,0,0
14130413,0,0,0,0,0,0,0,0,0,1,0,0,0
14131587,0,0,0,0,0,0,0,0,0,0,0,1,0
14132115,0,0,0,0,0,0,0,0,0,1,0,1,1
14132685,0,0,0,0,0,0,0,0,0,0,0,1,0
14132915,0,0,0,0,0,0,0,0,0,0,0,1,1
14133743,0,0,0,0,0,0,0,0,0,1,0,1,1
14133815,0,0,0,0,0,0,0,0,0,1,1,1,1
14133829,0,0,0,0,0,0,0,0,0,0,0,1,0
14135434,0,0,0,0,0,0,0,0,0,1,0,1,1
14136708,0,0,0,0,0,0,0,0,0,1,0,0,0
14137190,0,0,0,0,0,0,0,0,0,1,1,1,1
14137407,0,0,0,0,0,0,0,0,0,0,1,1,0
14138079,0,0,0,0,0,0,0,0,0,1,0,0,0
14138384,0,0,0,0,0,0,0,0,0,1,1,1,0
14139011,0,0,0,0,0,0,0,0,0,1,0,0,0
14139760,0,0,0,0,0,0,0,0,0,0,0,1,0
14140584,0,0,0,0,0,0,0,0,0,0,0,1,0
14141195,0,0,0,0,0,0,0,0,0,0,0,1,0
14141521,0,0,0,0,0,0,0,0,0,0,0,1,0
14143243,0,0,0,0,0,0,0,0,1,1,0,1,0
14146900,0,0,0,0,0,0,0,0,0,1,0,1,1
14147183,0,0,0,0,0,0,0,0,0,1,1,1,1
14147732,0,0,0,0,0,0,0,0,0,0,0,1,0
14147899,0,0,0,0,0,0,0,0,0,1,0,0,0
14148245,0,0,0,0,0,0,0,0,0,0,0,1,0
14149872,0,0,0,0,0,0,0,0,0,1,0,0,0
14150128,0,0,0,0,0,0,0,0,0,1,0,0,0
14152722,0,0,0,0,0,0,0,0,0,0,0,1,0
14153195,0,0,0,0,0,0,0,0,0,0,0,1,0
14153952,0,0,0,0,0,0,0,0,0,0,0,1,0
14154019,0,0,0,0,0,0,0,0,0,1,0,0,0
14154845,0,0,0,0,0,0,0,0,0,1,0,0,0
14155200,0,0,0,0,0,0,0,0,0,1,0,1,1
14155698,0,0,0,0,0,0,0,0,0,1,1,1,0
14158294,0,0,0,0,0,0,0,0,0,1,0,0,0
14158731,0,0,0,0,0,0,0,0,0,0,1,1,0
14159314,0,0,0,0,0,0,0,0,0,1,0,0,0
14160703,0,0,0,0,0,0,0,0,0,0,0,1,0
14163632,0,0,0,0,0,0,0,0,0,0,0,1,0
14164314,0,0,0,0,0,0,0,0,0,1,0,1,1
14166242,0,0,0,0,0,0,0,0,0,0,0,1,0
14166446,0,0,0,0,0,0,0,0,0,0,0,1,0
14166588,0,0,0,0,0,0,0,0,0,1,0,1,1
14166885,0,0,0,0,0,0,0,0,1,0,0,0,0
14167601,0,0,0,0,0,0,0,0,0,1,0,0,0
14168732,0,0,0,0,0,0,0,0,0,1,0,0,0
14169178,0,0,0,0,0,0,0,0,0,1,0,0,0
14171359,0,0,0,0,0,0,0,0,0,0,0,1,0
14171414,0,0,0,0,0,0,0,0,0,1,0,0,0
14173295,0,0,0,0,0,0,0,0,0,1,0,0,0
14173329,0,0,0,0,0,0,0,0,0,0,1,0,0
14174278,0,0,0,0,0,0,0,0,0,0,0,1,0
14175254,0,0,0,0,0,0,0,0,1,0,0,1,0
14177183,0,0,0,0,0,0,0,0,0,1,0,1,1
14177683,0,0,0,0,0,0,0,0,0,1,0,1,0
14179035,0,0,0,0,0,0,0,0,0,1,0,1,1
14179736,0,0,0,0,0,0,0,0,0,1,0,0,1
14180337,0,0,0,0,0,0,0,0,0,1,0,0,0
14180338,0,0,0,0,0,0,0,0,0,1,1,0,0
14183209,0,0,0,0,0,0,0,0,0,1,0,0,0
14184919,0,0,0,0,0,0,0,0,0,1,0,1,0
14186068,0,0,0,0,0,0,0,0,0,0,0,1,0
14186424,0,0,0,0,0,0,0,0,1,0,0,1,0
14186628,0,0,0,0,0,0,0,0,0,1,0,0,0
14187622,0,0,0,0,0,0,0,0,0,1,0,1,1
14188130,0,0,0,0,0,0,0,0,0,1,0,0,0
14188239,0,0,0,0,0,0,0,0,0,0,0,1,0
14193036,0,0,0,0,0,0,0,0,0,1,0,1,1
14193541,0,0,0,0,0,0,0,0,0,1,1,0,0
14195994,0,0,0,0,0,0,0,0,0,0,1,0,0
14198753,0,0,0,0,0,0,0,0,0,1,0,0,0
14200430,0,0,0,0,0,0,0,0,0,1,0,1,1
14200635,0,0,0,0,0,0,0,0,0,1,0,0,0
14202165,0,0,0,0,0,0,0,0,0,0,0,1,0
14203836,0,0,0,0,0,0,0,0,0,1,0,0,0
14203974,0,0,0,0,0,0,0,0,0,1,0,0,0
14204095,0,0,0,0,0,0,0,0,0,1,0,1,1
14207268,0,0,0,0,0,0,0,0,0,1,0,0,0
14208158,0,0,0,0,0,0,0,0,0,1,0,1,1
14209048,0,0,0,0,0,0,0,0,0,1,0,0,0
14209372,0,0,0,0,0,0,0,0,0,0,1,0,0
14210644,0,0,0,0,0,0,0,0,0,1,0,1,1
14210791,0,0,0,0,0,0,0,0,0,0,1,0,0
14210892,0,0,0,0,0,0,0,0,0,1,0,0,0
14211053,0,0,0,0,0,0,0,0,0,1,0,1,1
14211674,0,0,0,0,0,0,0,0,0,1,0,1,1
14212859,0,0,0,0,0,0,0,0,0,0,0,1,0
14215325,0,0,0,0,0,0,0,0,0,1,0,0,0
14217831,0,0,0,0,0,0,0,0,0,1,0,1,0
14218938,0,0,0,0,0,0,0,0,0,0,0,1,0
14219000,0,0,0,0,0,0,0,0,0,1,0,1,1
14219123,0,0,0,0,0,0,0,0,0,1,0,0,0
14219557,0,0,0,0,0,0,0,0,0,1,0,1,1
14219599,0,0,0,0,0,0,0,0,0,0,0,1,0
14220378,0,0,0,0,0,0,0,0,0,1,0,0,0
14223166,0,0,0,0,0,0,0,0,0,0,0,1,0
14226570,0,0,0,0,0,0,0,0,0,1,1,1,1
14228316,0,0,0,0,0,0,0,0,0,1,1,0,0
14228332,0,0,0,0,0,0,0,0,0,1,0,0,0
14230135,0,0,0,0,0,0,0,0,0,1,0,1,1
14230908,0,0,0,0,0,0,0,0,0,0,1,0,0
14231922,0,0,0,0,0,0,0,0,0,0,0,1,0
14232753,0,0,0,0,0,0,0,0,0,1,0,1,1
14233505,0,0,0,0,0,0,0,0,0,1,0,1,1
14236776,0,0,0,0,0,0,0,0,0,1,0,0,0
14236972,0,0,0,0,0,0,0,0,0,1,1,0,1
14238929,0,0,0,0,0,0,0,0,0,1,1,1,1
14244394,0,0,0,0,0,0,0,0,0,1,0,0,0
14245666,0,0,0,0,0,0,0,0,0,1,0,1,1
14246046,0,0,0,0,0,0,0,0,0,1,0,1,0
14246177,0,0,0,0,0,0,0,0,0,1,0,1,1
14247698,0,0,0,0,0,0,0,0,0,1,1,1,0
14249202,0,0,0,0,0,0,0,0,0,1,0,0,0
14249265,0,0,0,0,0,0,0,0,0,0,1,0,0
14249288,0,0,0,0,0,0,0,0,0,0,1,1,0
14251016,0,0,0,0,0,0,0,0,0,1,0,1,1
14253744,0,0,0,0,0,0,0,0,0,1,0,1,0
14254214,0,0,0,0,0,0,0,0,0,0,0,1,0
14254601,0,0,0,0,0,0,0,0,0,1,0,1,1
14257889,0,0,0,0,0,0,0,0,0,0,0,0,1
14258042,0,0,0,0,0,0,0,0,0,0,0,1,0
14258262,0,0,0,0,0,0,0,0,0,0,0,1,0
14259216,0,0,0,0,0,0,0,0,0,1,0,1,1
14259553,0,0,0,0,0,0,0,0,0,1,0,0,0
14259746,0,0,0,0,0,0,0,0,0,1,0,0,0
14260821,0,0,0,0,0,0,0,0,0,1,0,0,0
14262823,0,0,0,0,0,0,0,0,0,1,0,0,0
14263685,0,0,0,0,0,0,0,0,0,1,1,1,1
14265981,0,0,0,0,0,0,0,0,0,0,0,0,1
14267711,0,0,0,0,0,0,0,0,0,0,1,0,0
14268480,0,0,0,0,0,0,0,0,0,0,0,1,0
14268966,0,0,0,0,0,0,0,0,0,1,1,0,0
14270026,0,0,0,0,0,0,0,0,0,0,0,1,0
14270863,0,0,0,0,0,0,0,0,0,0,0,1,0
14270915,0,0,0,0,0,0,0,0,0,1,0,0,0
14272816,0,0,0,0,0,0,0,0,0,0,0,1,0
14273277,0,0,0,0,0,0,0,0,0,1,0,1,1
14273516,0,0,0,0,0,0,0,0,0,0,1,0,0
14274435,0,0,0,0,0,0,0,0,0,1,0,0,0
14274792,0,0,0,0,0,0,0,0,0,0,0,1,0
14276621,0,0,0,0,0,0,0,0,0,1,0,1,1
14276723,0,0,0,0,0,0,0,0,0,1,0,0,0
14277886,0,0,0,0,0,0,0,0,0,0,0,1,0
14282245,0,0,0,0,0,0,0,0,0,0,0,0,1
14282481,0,0,0,0,0,0,0,0,0,1,0,0,1
14283066,0,0,0,0,0,0,0,0,0,1,0,1,1
14283272,0,0,0,0,0,0,0,0,0,1,0,1,0
14284540,0,0,0,0,0,0,0,0,0,1,0,1,1
14284739,0,0,0,0,0,0,0,0,0,1,0,0,0
14287018,0,0,0,0,0,0,0,0,0,1,1,1,1
14287994,0,0,0,0,0,0,0,0,0,1,0,1,0
14290637,0,0,0,0,0,0,0,0,0,0,1,1,0
14290968,0,0,0,0,0,0,0,0,0,1,0,1,1
14295105,0,0,0,0,0,0,0,0,0,1,0,1,1
14295867,0,0,0,0,0,0,0,0,0,0,0,1,1
14297641,0,0,0,0,0,0,0,0,0,1,0,0,0
14298636,0,0,0,0,0,0,0,0,0,1,0,1,0
14298987,0,0,0,0,0,0,0,0,0,1,0,0,0
14299476,0,0,0,0,0,0,0,0,0,1,0,0,0
14301486,0,0,0,0,0,0,0,0,0,1,0,1,1
14303284,0,0,0,0,0,0,0,0,0,1,0,0,0
14303406,0,0,0,0,0,0,0,0,0,0,0,1,0
14304405,0,0,0,0,0,0,0,0,0,0,0,1,0
14306013,0,0,0,0,0,0,0,0,0,0,1,0,0
14307153,0,0,0,0,0,0,0,0,0,1,0,1,1
14308080,0,0,0,0,0,0,0,0,0,1,0,0,0
14308484,0,0,0,0,0,0,0,0,0,1,0,0,0
14308588,0,0,0,0,0,0,0,0,0,0,0,1,0
14308914,0,0,0,0,0,0,0,0,0,1,0,0,0
14309578,0,0,0,0,0,0,0,0,0,0,0,1,1
14313281,0,0,0,0,0,0,0,0,0,1,0,1,1
14313436,0,0,0,0,0,0,0,0,0,1,1,0,1
14313881,0,0,0,0,0,0,0,0,0,1,1,1,0
14315222,0,0,0,0,0,0,0,0,0,1,0,0,0
14315739,0,0,0,0,0,0,0,0,0,1,0,1,0
14320176,0,0,0,0,0,0,0,0,0,1,0,0,0
14322352,0,0,0,0,0,0,0,0,0,1,0,0,0
14322549,0,0,0,0,0,0,0,0,0,1,0,1,0
14323237,0,0,0,0,0,0,0,0,0,1,1,1,0
14323682,0,0,0,0,0,0,0,0,0,1,0,0,0
14324850,0,0,0,0,0,0,0,0,0,0,1,0,0
14326663,0,0,0,0,0,0,0,0,0,1,0,1,1
14327072,0,0,0,0,0,0,0,0,0,1,0,1,0
14328448,0,0,0,0,0,0,0,0,0,0,1,0,0
14329244,0,0,0,0,0,0,0,0,0,1,1,0,0
14329336,0,0,0,0,0,0,0,0,0,1,0,1,1
14330300,0,0,0,0,0,0,0,0,0,0,0,0,1
14330436,0,0,0,0,0,0,0,0,0,1,1,1,0
14332193,0,0,0,0,0,0,0,0,1,0,0,0,0
14333446,0,0,0,0,0,0,0,0,0,0,1,0,0
14333617,0,0,0,0,0,0,0,0,1,0,0,0,0
14333772,0,0,0,0,0,0,0,0,0,1,1,1,1
14334789,0,0,0,0,0,0,0,0,0,1,0,0,0
14335273,0,0,0,0,0,0,0,0,0,0,0,1,1
14335610,0,0,0,0,0,0,0,0,0,1,0,1,1
14336576,0,0,0,0,0,0,0,0,0,1,0,1,0
14337785,0,0,0,0,0,0,0,0,0,1,0,0,0
14338976,0,0,0,0,0,0,0,0,0,0,1,0,0
14339756,0,0,0,0,0,0,0,0,1,0,0,0,0
14340359,0,0,0,0,0,0,0,0,0,1,1,0,0
14340774,0,0,0,0,0,0,0,0,0,0,1,1,0
14340948,0,0,0,0,0,0,0,0,0,1,1,1,1
14341839,0,0,0,0,0,0,0,0,0,0,1,1,0
14341859,0,0,0,0,0,0,0,0,0,1,0,0,0
14342933,0,0,0,0,0,0,0,0,0,1,0,1,1
14343465,0,0,0,0,0,0,0,0,0,1,1,1,1
14346562,0,0,0,0,0,0,0,0,0,1,0,1,1
14348749,0,0,0,0,0,0,0,0,0,1,0,1,1
14350589,0,0,0,0,0,0,0,0,0,0,1,0,0
14351322,0,0,0,0,0,0,0,0,1,0,0,0,0
14351372,0,0,0,0,0,0,0,0,0,1,0,0,0
14351419,0,0,0,0,0,0,0,0,0,1,0,1,1
14352203,0,0,0,0,0,0,0,0,0,1,0,0,0
14353598,0,0,0,0,0,0,0,0,0,1,0,0,0
14353868,0,0,0,0,0,0,0,0,0,0,1,1,0
14356546,0,0,0,0,0,0,0,0,0,0,1,0,0
14359934,0,0,0,0,0,0,0,0,0,0,1,0,0
14361028,0,0,0,0,0,0,0,0,0,0,0,1,0
14362175,0,0,0,0,0,0,0,0,0,0,0,1,0
14362779,0,0,0,0,0,0,0,0,0,0,1,0,0
14363671,0,0,0,0,0,0,0,0,0,0,0,1,0
14364816,0,0,0,0,0,0,0,0,0,1,0,1,1
14365301,0,0,0,0,0,0,0,0,0,1,0,0,0
14367689,0,0,0,0,0,0,0,0,0,1,1,0,0
14368653,0,0,0,0,0,0,0,0,0,0,0,1,0
14380880,0,0,0,0,0,0,0,0,0,0,0,1,0
14381400,0,0,0,0,0,0,0,0,0,1,0,1,1
14382098,0,0,0,0,0,0,0,0,0,0,0,1,0
14382615,0,0,0,0,0,0,0,0,0,0,0,1,1
14385342,0,0,0,0,0,0,0,0,0,0,1,0,0
14387680,0,0,0,0,0,0,0,0,0,1,0,0,0
14387685,0,0,0,0,0,0,0,0,0,0,1,0,0
14388096,0,0,0,0,0,0,0,0,0,1,0,0,0
14388833,0,0,0,0,0,0,0,0,0,1,1,1,0
14388902,0,0,0,0,0,0,0,0,0,1,0,1,0
14388986,0,0,0,0,0,0,0,0,0,0,0,1,0
14390060,0,0,0,0,0,0,0,0,0,1,0,0,0
14392186,0,0,0,0,0,0,0,0,0,1,0,0,0
14392667,0,0,0,0,0,0,0,0,0,0,1,0,0
14394519,0,0,0,0,0,0,0,0,0,1,0,1,0
14394782,0,0,0,0,0,0,0,0,0,1,0,0,0
14397034,0,0,0,0,0,0,0,0,0,1,0,0,0
14399469,0,0,0,0,0,0,0,0,0,1,1,0,0
14399481,0,0,0,0,0,0,0,0,0,0,0,1,0
14400752,0,0,0,0,0,0,0,0,0,1,1,1,0
14401792,0,0,0,0,0,0,0,0,0,1,0,1,1
14402259,0,0,0,0,0,0,0,0,0,1,1,0,0
14402906,0,0,0,0,0,0,0,0,0,1,0,1,1
14405405,0,0,0,0,0,0,0,0,0,1,1,1,1
14406963,0,0,0,0,0,0,0,0,0,1,0,1,1
14409210,0,0,0,0,0,0,0,0,0,0,1,0,0
14409514,0,0,0,0,0,0,0,0,0,1,0,0,0
14410917,0,0,0,0,0,0,0,0,0,0,1,0,0
14415239,0,0,0,0,0,0,0,0,0,1,0,0,0
14417214,0,0,0,0,0,0,0,0,0,1,1,0,0
14417287,0,0,0,0,0,0,0,0,0,1,0,0,0
14417356,0,0,0,0,0,0,0,0,1,0,0,1,0
14417641,0,0,0,0,0,0,0,0,0,1,1,1,1
14418492,0,0,0,0,0,0,0,0,0,0,0,1,0
14422406,0,0,0,0,0,0,0,0,0,0,1,0,0
14424253,0,0,0,0,0,0,0,0,0,0,0,1,0
14424593,0,0,0,0,0,0,0,0,0,0,0,1,0
14426266,0,0,0,0,0,0,0,0,0,1,0,0,0
14428206,0,0,0,0,0,0,0,0,0,1,0,0,0
14429565,0,0,0,0,0,0,0,0,0,0,0,1,0
14431090,0,0,0,0,0,0,0,0,0,1,0,0,0
14431271,0,0,0,0,0,0,0,0,0,1,0,1,1
14434550,0,0,0,0,0,0,0,0,0,1,0,0,0
14434561,0,0,0,0,0,0,0,0,0,1,1,1,1
14434920,0,0,0,0,0,0,0,0,0,1,0,1,1
14436667,0,0,0,0,0,0,0,0,1,0,0,1,0
14436739,0,0,0,0,0,0,0,0,0,1,0,0,0
14437595,0,0,0,0,0,0,0,0,0,1,1,1,1
14437815,0,0,0,0,0,0,0,0,0,1,0,0,0
14444471,0,0,0,0,0,0,0,0,0,1,0,0,0
14444522,0,0,0,0,0,0,0,0,0,1,0,1,1
14449839,0,0,0,0,0,0,0,0,0,0,0,1,0
14450460,0,0,0,0,0,0,0,0,0,0,0,1,0
14451278,0,0,0,0,0,0,0,0,0,1,0,1,0
14452513,0,0,0,0,0,0,0,0,0,0,1,1,0
14452676,0,0,0,0,0,0,0,0,0,1,0,1,1
14453154,0,0,0,0,0,0,0,0,0,1,0,0,0
14459081,0,0,0,0,0,0,0,0,0,0,1,0,0
14459725,0,0,0,0,0,0,0,0,0,0,0,1,1
14460276,0,0,0,0,0,0,0,0,0,1,0,1,1
14461080,0,0,0,0,0,0,0,0,0,0,0,1,0
14464852,0,0,0,0,0,0,0,0,0,0,0,1,0
14467199,0,0,0,0,0,0,0,0,0,1,0,1,0
14469061,0,0,0,0,0,0,0,0,0,1,0,0,0
14469572,0,0,0,0,0,0,0,0,0,1,0,0,1
14469594,0,0,0,0,0,0,0,0,0,0,0,1,0
14470514,0,0,0,0,0,0,0,0,0,1,1,1,0
14471792,0,0,0,0,0,0,0,0,0,0,0,1,0
14472323,0,0,0,0,0,0,0,0,0,1,1,0,0
14473019,0,0,0,0,0,0,0,0,0,0,0,1,0
14473262,0,0,0,0,0,0,0,0,0,1,0,1,0
14474157,0,0,0,0,0,0,0,0,0,0,0,1,0
14474816,0,0,0,0,0,0,0,0,0,1,0,1,1
14476215,0,0,0,0,0,0,0,0,0,1,0,0,0
14476507,0,0,0,0,0,0,0,0,0,1,0,0,0
14477065,0,0,0,0,0,0,0,0,0,1,0,1,1
14477791,0,0,0,0,0,0,0,0,0,1,1,0,0
14479225,0,0,0,0,0,0,0,0,0,1,0,1,1
14485432,0,0,0,0,0,0,0,0,0,1,0,0,0
14486415,0,0,0,0,0,0,0,0,0,0,0,1,0
14487613,0,0,0,0,0,0,0,0,0,1,0,0,0
14488340,0,0,0,0,0,0,0,0,0,1,0,0,0
14491588,0,0,0,0,0,0,0,0,0,1,0,1,1
14493658,0,0,0,0,0,0,0,0,0,0,0,1,0
14493741,0,0,0,0,0,0,0,0,0,0,0,1,0
14494041,0,0,0,0,0,0,0,0,0,1,0,1,1
14495996,0,0,0,0,0,0,0,0,0,1,0,1,1
14497280,0,0,0,0,0,0,0,0,0,1,0,1,1
14498432,0,0,0,0,0,0,0,0,0,0,0,1,0
14498685,0,0,0,0,0,0,0,0,0,1,0,1,1
14498833,0,0,0,0,0,0,0,0,0,1,1,1,0
14499116,0,0,0,0,0,0,0,0,0,1,0,0,0
14499177,0,0,0,0,0,0,0,0,0,0,1,0,0
14500344,0,0,0,0,0,0,0,0,0,1,1,1,1
14502154,0,0,0,0,0,0,0,0,0,1,0,0,0
14502356,0,0,0,0,0,0,0,0,0,1,0,1,1
14503452,0,0,0,0,0,0,0,0,0,0,0,1,1
14504173,0,0,0,0,0,0,0,0,0,1,0,1,1
14505008,0,0,0,0,0,0,0,0,0,0,1,1,0
14506701,0,0,0,0,0,0,0,0,0,1,1,1,1
14509553,0,0,0,0,0,0,0,0,0,1,0,0,0
14510455,0,0,0,0,0,0,0,0,0,1,0,1,1
14511175,0,0,0,0,0,0,0,0,0,1,0,0,0
14511334,0,0,0,0,0,0,0,0,0,0,1,0,0
14511738,0,0,0,0,0,0,0,0,0,0,1,0,0
14513044,0,0,0,0,0,0,0,0,0,0,1,1,0
14513352,0,0,0,0,0,0,0,0,0,1,0,1,1
14513874,0,0,0,0,0,0,0,0,0,1,1,0,0
14515286,0,0,0,0,0,0,0,0,0,1,0,1,1
14518050,0,0,0,0,0,0,0,0,0,0,0,1,0
14518411,0,0,0,0,0,0,0,0,0,1,1,1,0
14520034,0,0,0,0,0,0,0,0,0,1,0,0,0
14522647,0,0,0,0,0,0,0,0,0,1,0,0,0
14523039,0,0,0,0,0,0,0,0,0,1,0,0,0
14523235,0,0,0,0,0,0,0,0,0,1,1,1,0
14524790,0,0,0,0,0,0,0,0,0,1,0,0,0
14525302,0,0,0,0,0,0,0,0,0,1,0,1,0
14526566,0,0,0,0,0,0,0,0,0,1,1,1,0
14531378,0,0,0,0,0,0,0,0,0,1,0,0,0
14531832,0,0,0,0,0,0,0,0,0,1,1,0,0
14533098,0,0,0,0,0,0,0,0,0,1,0,1,1
14535367,0,0,0,0,0,0,0,0,0,0,1,1,0
14536127,0,0,0,0,0,0,0,0,0,0,0,1,0
14539652,0,0,0,0,0,0,0,0,0,1,0,1,1
14539743,0,0,0,0,0,0,0,0,0,1,1,0,0
14540554,0,0,0,0,0,0,0,0,0,0,0,1,0
14541478,0,0,0,0,0,0,0,0,0,0,1,0,0
14542000,0,0,0,0,0,0,0,0,0,1,0,1,1
14542291,0,0,0,0,0,0,0,0,0,0,0,1,1
14544072,0,0,0,0,0,0,0,0,0,1,0,1,1
14545125,0,0,0,0,0,0,0,0,0,1,0,1,0
14545858,0,0,0,0,0,0,0,0,0,1,1,0,0
14545863,0,0,0,0,0,0,0,0,0,1,1,1,0
14548951,0,0,0,0,0,0,0,0,0,1,1,1,1
14553794,0,0,0,0,0,0,0,0,0,0,0,1,1
14556096,0,0,0,0,0,0,0,0,0,1,0,0,0
14559064,0,0,0,0,0,0,0,0,0,0,1,1,1
14559147,0,0,0,0,0,0,0,0,0,0,0,1,0
14560543,0,0,0,0,0,0,0,0,0,1,1,0,0
14560997,0,0,0,0,0,0,0,0,0,1,1,0,0
14562468,0,0,0,0,0,0,0,0,0,1,1,1,0
14563075,0,0,0,0,0,0,0,0,0,0,0,1,0
14563839,0,0,0,0,0,0,0,0,0,1,0,1,0
14566114,0,0,0,0,0,0,0,0,0,1,0,1,1
14566678,0,0,0,0,0,0,0,0,0,1,1,0,0
14567121,0,0,0,0,0,0,0,0,0,0,0,1,0
14567234,0,0,0,0,0,0,0,0,0,1,0,0,0
14567301,0,0,0,0,0,0,0,0,0,0,1,0,0
14567589,0,0,0,0,0,0,0,0,0,1,0,1,1
14568699,0,0,0,0,0,0,0,0,0,0,1,0,0
14569627,0,0,0,0,0,0,0,0,0,1,1,1,1
14569761,0,0,0,0,0,0,0,0,0,1,0,1,1
14571754,0,0,0,0,0,0,0,0,0,1,0,0,0
14571885,0,0,0,0,0,0,0,0,0,1,0,1,0
14571908,0,0,0,0,0,0,0,0,0,1,0,1,1
14572578,0,0,0,0,0,0,0,0,0,1,0,1,1
14573767,0,0,0,0,0,0,0,0,0,1,0,1,0
14574728,0,0,0,0,0,0,0,0,1,0,0,0,0
14576245,0,0,0,0,0,0,0,0,0,0,0,1,0
14577586,0,0,0,0,0,0,0,0,0,0,0,1,0
14577660,0,0,0,0,0,0,0,0,0,1,0,0,0
14578013,0,0,0,0,0,0,0,0,0,0,1,0,0
14578059,0,0,0,0,0,0,0,0,0,0,0,1,0
14579400,0,0,0,0,0,0,0,0,0,0,1,0,0
14580085,0,0,0,0,0,0,0,0,0,1,1,1,1
14581581,0,0,0,0,0,0,0,0,0,1,0,1,1
14582078,0,0,0,0,0,0,0,0,0,0,1,1,0
14583212,0,0,0,0,0,0,0,0,0,1,0,0,0
14583878,0,0,0,0,0,0,0,0,0,0,0,1,0
14585635,0,0,0,0,0,0,0,0,0,1,0,0,0
14587991,0,0,0,0,0,0,0,0,0,1,0,1,1
14589609,0,0,0,0,0,0,0,0,0,0,0,1,0
14589834,0,0,0,0,0,0,0,0,0,0,1,0,0
14592182,0,0,0,0,0,0,0,0,0,1,0,0,0
14592621,0,0,0,0,0,0,0,0,0,0,0,1,0
14593612,0,0,0,0,0,0,0,0,0,0,1,1,0
14594228,0,0,0,0,0,0,0,0,0,1,1,1,1
14594561,0,0,0,0,0,0,0,0,0,1,0,1,1
14594627,0,0,0,0,0,0,0,0,0,1,0,0,0
14595101,0,0,0,0,0,0,0,0,0,1,0,1,0
14595563,0,0,0,0,0,0,0,0,0,1,0,1,1
14596601,0,0,0,0,0,0,0,0,1,0,0,0,0
14598259,0,0,0,0,0,0,0,0,0,1,0,0,0
14599058,0,0,0,0,0,0,0,0,1,0,0,0,0
14599322,0,0,0,0,0,0,0,0,0,0,1,0,0
14600090,0,0,0,0,0,0,0,0,0,1,0,0,0
14601589,0,0,0,0,0,0,0,0,0,0,0,1,0
14603247,0,0,0,0,0,0,0,0,0,0,0,1,0
14604309,0,0,0,0,0,0,0,0,0,1,0,0,0
14605932,0,0,0,0,0,0,0,0,0,1,0,1,1
14607614,0,0,0,0,0,0,0,0,0,0,0,1,1
14609622,0,0,0,0,0,0,0,0,0,0,0,1,0
14610455,0,0,0,0,0,0,0,0,0,0,0,1,0
14610707,0,0,0,0,0,0,0,0,0,0,0,1,0
14611400,0,0,0,0,0,0,0,0,0,0,1,1,0
14612116,0,0,0,0,0,0,0,0,0,0,0,1,0
14612475,0,0,0,0,0,0,0,0,0,0,0,1,0
14613070,0,0,0,0,0,0,0,0,0,1,0,0,0
14614006,0,0,0,0,0,0,0,0,0,0,0,1,0
14618785,0,0,0,0,0,0,0,0,0,0,0,1,1
14621243,0,0,0,0,0,0,0,0,0,0,0,1,1
14622124,0,0,0,0,0,0,0,0,0,1,1,1,0
14623607,0,0,0,0,0,0,0,0,0,1,0,1,1
14624035,0,0,0,0,0,0,0,0,0,1,0,1,1
14624433,0,0,0,0,0,0,0,0,0,1,1,0,0
14625141,0,0,0,0,0,0,0,0,0,1,1,1,0
14627242,0,0,0,0,0,0,0,0,0,1,0,0,0
14628665,0,0,0,0,0,0,0,0,0,1,1,0,1
14628807,0,0,0,0,0,0,0,0,0,1,0,0,0
14630948,0,0,0,0,0,0,0,0,0,0,1,0,0
14630952,0,0,0,0,0,0,0,0,0,1,0,0,0
14632320,0,0,0,0,0,0,0,0,0,0,1,1,0
14632545,0,0,0,0,0,0,0,0,0,1,0,1,1
14633488,0,0,0,0,0,0,0,0,0,1,0,0,0
14633975,0,0,0,0,0,0,0,0,0,1,1,0,0
14635527,0,0,0,0,0,0,0,0,0,0,0,1,0
14638934,0,0,0,0,0,0,0,0,0,1,1,0,0
14638981,0,0,0,0,0,0,0,0,0,1,1,0,0
14639808,0,0,0,0,0,0,0,0,0,0,0,1,0
14641158,0,0,0,0,0,0,0,0,0,0,1,1,0
14641896,0,0,0,0,0,0,0,0,0,1,1,0,0
14643067,0,0,0,0,0,0,0,0,0,1,0,0,0
14643416,0,0,0,0,0,0,0,0,0,1,0,1,1
14643581,0,0,0,0,0,0,0,0,0,1,0,0,0
14644422,0,0,0,0,0,0,0,0,0,1,0,1,1
14644528,0,0,0,0,0,0,0,0,0,1,0,0,1
14644658,0,0,0,0,0,0,0,0,0,0,1,1,0
14646172,0,0,0,0,0,0,0,0,0,1,1,1,0
14647260,0,0,0,0,0,0,0,0,0,1,0,0,0
14647404,0,0,0,0,0,0,0,0,0,1,1,0,0
